0	0	9.733333	6.207904
2	-2	7.714286	11.350854
2	-1	10.742857	16.493804
2	0	11.752381	21.636753
2	1	10.742857	26.779703
2	2	7.714286	31.922653
4	-4	7.163636	35.237798
4	-3	9.090909	38.552943
4	-2	10.467532	41.868088
4	-1	11.293506	45.183233
4	0	11.568831	48.498378
4	1	11.293506	51.813523
4	2	10.467532	55.128668
4	3	9.090909	58.443813
4	4	7.163636	61.758958
6	-6	6.906667	63.421666
6	-5	8.320000	65.084373
6	-4	9.476364	66.747080
6	-3	10.375758	68.409788
6	-2	11.018182	70.072495
6	-1	11.403636	71.735202
6	0	11.532121	73.397910
6	1	11.403636	75.060617
6	2	11.018182	76.723324
6	3	10.375758	78.386032
6	4	9.476364	80.048739
6	5	8.320000	81.711446
6	6	6.906667	83.374154
8	-8	6.757895	84.023015
8	-7	7.873684	84.671877
8	-6	8.840702	85.320739
8	-5	9.658947	85.969600
8	-4	10.328421	86.618462
8	-3	10.849123	87.267324
8	-2	11.221053	87.916185
8	-1	11.444211	88.565047
8	0	11.518596	89.213908
8	1	11.444211	89.862770
8	2	11.221053	90.511632
8	3	10.849123	91.160493
8	4	10.328421	91.809355
8	5	9.658947	92.458217
8	6	8.840702	93.107078
8	7	7.873684	93.755940
8	8	6.757895	94.404802
10	-10	6.660870	94.601822
10	-9	7.582609	94.798843
10	-8	8.407323	94.995863
10	-7	9.135011	95.192883
10	-6	9.765675	95.389904
10	-5	10.299314	95.586924
10	-4	10.735927	95.783945
10	-3	11.075515	95.980965
10	-2	11.318078	96.177986
10	-1	11.463616	96.375006
10	0	11.512128	96.572027
10	1	11.463616	96.769047
10	2	11.318078	96.966068
10	3	11.075515	97.163088
10	4	10.735927	97.360109
10	5	10.299314	97.557129
10	6	9.765675	97.754150
10	7	9.135011	97.951170
10	8	8.407323	98.148191
10	9	7.582609	98.345211
10	10	6.660870	98.542232
12	-12	6.592593	98.588779
12	-11	7.377778	98.635326
12	-10	8.094686	98.681873
12	-9	8.743317	98.728421
12	-8	9.323671	98.774968
12	-7	9.835749	98.821515
12	-6	10.279549	98.868062
12	-5	10.655072	98.914609
12	-4	10.962319	98.961157
12	-3	11.201288	99.007704
12	-2	11.371981	99.054251
12	-1	11.474396	99.100798
12	0	11.508535	99.147346
12	1	11.474396	99.193893
12	2	11.371981	99.240440
12	3	11.201288	99.286987
12	4	10.962319	99.333534
12	5	10.655072	99.380082
12	6	10.279549	99.426629
12	7	9.835749	99.473176
12	8	9.323671	99.519723
12	9	8.743317	99.566270
12	10	8.094686	99.612818
12	11	7.377778	99.659365
12	12	6.592593	99.705912
14	-14	6.541935	99.714469
14	-13	7.225806	99.723025
14	-12	7.859020	99.731582
14	-11	8.441577	99.740138
14	-10	8.973477	99.748695
14	-9	9.454719	99.757251
14	-8	9.885305	99.765808
14	-7	10.265233	99.774365
14	-6	10.594504	99.782921
14	-5	10.873118	99.791478
14	-4	11.101075	99.800034
14	-3	11.278375	99.808591
14	-2	11.405018	99.817147
14	-1	11.481004	99.825704
14	0	11.506332	99.834260
14	1	11.481004	99.842817
14	2	11.405018	99.851374
14	3	11.278375	99.859930
14	4	11.101075	99.868487
14	5	10.873118	99.877043
14	6	10.594504	99.885600
14	7	10.265233	99.894156
14	8	9.885305	99.902713
14	9	9.454719	99.911269
14	10	8.973477	99.919826
14	11	8.441577	99.928383
14	12	7.859020	99.936939
14	13	7.225806	99.945496
14	14	6.541935	99.954052
16	-16	6.502857	99.955276
16	-15	7.108571	99.956500
16	-14	7.675207	99.957724
16	-13	8.202765	99.958948
16	-12	8.691244	99.960171
16	-11	9.140645	99.961395
16	-10	9.550968	99.962619
16	-9	9.922212	99.963843
16	-8	10.254378	99.965067
16	-7	10.547465	99.966291
16	-6	10.801475	99.967515
16	-5	11.016406	99.968738
16	-4	11.192258	99.969962
16	-3	11.329032	99.971186
16	-2	11.426728	99.972410
16	-1	11.485346	99.973634
16	0	11.504885	99.974858
16	1	11.485346	99.976081
16	2	11.426728	99.977305
16	3	11.329032	99.978529
16	4	11.192258	99.979753
16	5	11.016406	99.980977
16	6	10.801475	99.982201
16	7	10.547465	99.983425
16	8	10.254378	99.984648
16	9	9.922212	99.985872
16	10	9.550968	99.987096
16	11	9.140645	99.988320
16	12	8.691244	99.989544
16	13	8.202765	99.990768
16	14	7.675207	99.991991
16	15	7.108571	99.993215
16	16	6.502857	99.994439
18	-18	6.471795	99.994575
18	-17	7.015385	99.994712
18	-16	7.527912	99.994848
18	-15	8.009377	99.994984
18	-14	8.459780	99.995120
18	-13	8.879121	99.995256
18	-12	9.267399	99.995393
18	-11	9.624615	99.995529
18	-10	9.950769	99.995665
18	-9	10.245861	99.995801
18	-8	10.509890	99.995937
18	-7	10.742857	99.996074
18	-6	10.944762	99.996210
18	-5	11.115604	99.996346
18	-4	11.255385	99.996482
18	-3	11.364103	99.996618
18	-2	11.441758	99.996755
18	-1	11.488352	99.996891
18	0	11.503883	99.997027
18	1	11.488352	99.997163
18	2	11.441758	99.997299
18	3	11.364103	99.997436
18	4	11.255385	99.997572
18	5	11.115604	99.997708
18	6	10.944762	99.997844
18	7	10.742857	99.997980
18	8	10.509890	99.998117
18	9	10.245861	99.998253
18	10	9.950769	99.998389
18	11	9.624615	99.998525
